0 large thick A1.5 W4 1
0 large thick A1.5 W4 2
0 large thick A1.5 W4 3
0 large thick A1.5 D4 1
0 large thick A1.5 D4 2
0 large thick A1.5 D4 3
0 large thick A1.5 L4 1
0 large thick A1.5 L4 2
0 large thick A1.5 L4 3
0 large thick A1.5 D6 1
0 large thick A1.5 D6 2
0 large thick A1.5 D6 3
0 large thick A1.5 L6 1
0 large thick A1.5 L6 2
0 large thick A1.5 L6 3
0 large thick A1.5 D7 1
0 large thick A1.5 D7 2
0 large thick A1.5 D7 3
0 large thick A1.5 L7 1
0 large thick A1.5 L7 2
0 large thick A1.5 L7 3
0 large thick A1.5 L8 1
0 large thick A1.5 L8 2
0 large thick A1.5 L8 3
0 large thick A1.5 W9 1
0 large thick A1.5 W9 2
0 large thick A1.5 W9 3
0 large thick A1.5 L9 1
0 large thick A1.5 L9 2
0 large thick A1.5 L9 3
0 medium thick A1.5 W4 1
0 medium thick A1.5 W4 2
0 medium thick A1.5 W4 3
0 medium thick A1.5 D4 1
1 medium thick A1.5 D4 2
0 medium thick A1.5 D4 3
0 medium thick A1.5 L4 1
2 medium thick A1.5 L4 2
1 medium thick A1.5 L4 3
0 medium thick A1.5 D6 1
0 medium thick A1.5 D6 2
0 medium thick A1.5 D6 3
0 medium thick A1.5 L6 1
0 medium thick A1.5 L6 2
0 medium thick A1.5 L6 3
1 medium thick A1.5 D7 1
0 medium thick A1.5 D7 2
1 medium thick A1.5 D7 3
1 medium thick A1.5 L7 1
0 medium thick A1.5 L7 2
0 medium thick A1.5 L7 3
0 medium thick A1.5 L8 1
0 medium thick A1.5 L8 2
1 medium thick A1.5 L8 3
0 medium thick A1.5 W9 1
0 medium thick A1.5 W9 2
0 medium thick A1.5 W9 3
0 medium thick A1.5 L9 1
0 medium thick A1.5 L9 2
1 medium thick A1.5 L9 3
1 small thick A1.5 W4 1
0 small thick A1.5 W4 2
1 small thick A1.5 W4 3
1 small thick A1.5 D4 1
0 small thick A1.5 D4 2
1 small thick A1.5 D4 3
4 small thick A1.5 L4 1
3 small thick A1.5 L4 2
3 small thick A1.5 L4 3
0 small thick A1.5 D6 1
1 small thick A1.5 D6 2
0 small thick A1.5 D6 3
0 small thick A1.5 L6 1
1 small thick A1.5 L6 2
1 small thick A1.5 L6 3
2 small thick A1.5 D7 1
2 small thick A1.5 D7 2
2 small thick A1.5 D7 3
1 small thick A1.5 L7 1
0 small thick A1.5 L7 2
0 small thick A1.5 L7 3
1 small thick A1.5 L8 1
1 small thick A1.5 L8 2
4 small thick A1.5 L8 3
0 small thick A1.5 W9 1
0 small thick A1.5 W9 2
0 small thick A1.5 W9 3
1 small thick A1.5 L9 1
1 small thick A1.5 L9 2
1 small thick A1.5 L9 3
1 large thin A1.5 W4 1
1 large thin A1.5 W4 2
2 large thin A1.5 W4 3
1 large thin A1.5 D4 1
1 large thin A1.5 D4 2
0 large thin A1.5 D4 3
1 large thin A1.5 L4 1
1 large thin A1.5 L4 2
1 large thin A1.5 L4 3
1 large thin A1.5 D6 1
1 large thin A1.5 D6 2
1 large thin A1.5 D6 3
1 large thin A1.5 L6 1
0 large thin A1.5 L6 2
1 large thin A1.5 L6 3
1 large thin A1.5 D7 1
0 large thin A1.5 D7 2
2 large thin A1.5 D7 3
0 large thin A1.5 L7 1
1 large thin A1.5 L7 2
1 large thin A1.5 L7 3
1 large thin A1.5 L8 1
0 large thin A1.5 L8 2
0 large thin A1.5 L8 3
1 large thin A1.5 W9 1
2 large thin A1.5 W9 2
0 large thin A1.5 W9 3
0 large thin A1.5 L9 1
0 large thin A1.5 L9 2
2 large thin A1.5 L9 3
0 medium thin A1.5 W4 1
2 medium thin A1.5 W4 2
0 medium thin A1.5 W4 3
0 medium thin A1.5 D4 1
0 medium thin A1.5 D4 2
0 medium thin A1.5 D4 3
0 medium thin A1.5 L4 1
2 medium thin A1.5 L4 2
1 medium thin A1.5 L4 3
0 medium thin A1.5 D6 1
0 medium thin A1.5 D6 2
2 medium thin A1.5 D6 3
1 medium thin A1.5 L6 1
0 medium thin A1.5 L6 2
1 medium thin A1.5 L6 3
0 medium thin A1.5 D7 1
2 medium thin A1.5 D7 2
1 medium thin A1.5 D7 3
1 medium thin A1.5 L7 1
0 medium thin A1.5 L7 2
2 medium thin A1.5 L7 3
1 medium thin A1.5 L8 1
0 medium thin A1.5 L8 2
2 medium thin A1.5 L8 3
0 medium thin A1.5 W9 1
0 medium thin A1.5 W9 2
0 medium thin A1.5 W9 3
0 medium thin A1.5 L9 1
2 medium thin A1.5 L9 2
1 medium thin A1.5 L9 3
4 small thin A1.5 W4 1
7 small thin A1.5 W4 2
7 small thin A1.5 W4 3
6 small thin A1.5 D4 1
9 small thin A1.5 D4 2
19 small thin A1.5 D4 3
9 small thin A1.5 L4 1
9 small thin A1.5 L4 2
16 small thin A1.5 L4 3
7 small thin A1.5 D6 1
3 small thin A1.5 D6 2
6 small thin A1.5 D6 3
5 small thin A1.5 L6 1
3 small thin A1.5 L6 2
5 small thin A1.5 L6 3
5 small thin A1.5 D7 1
11 small thin A1.5 D7 2
12 small thin A1.5 D7 3
4 small thin A1.5 L7 1
6 small thin A1.5 L7 2
8 small thin A1.5 L7 3
4 small thin A1.5 L8 1
4 small thin A1.5 L8 2
12 small thin A1.5 L8 3
4 small thin A1.5 W9 1
0 small thin A1.5 W9 2
3 small thin A1.5 W9 3
6 small thin A1.5 L9 1
4 small thin A1.5 L9 2
4 small thin A1.5 L9 3
2 large thick A3 W4 1
0 large thick A3 W4 2
1 large thick A3 W4 3
0 large thick A3 D4 1
0 large thick A3 D4 2
0 large thick A3 D4 3
0 large thick A3 L4 1
1 large thick A3 L4 2
0 large thick A3 L4 3
0 large thick A3 D6 1
0 large thick A3 D6 2
0 large thick A3 D6 3
0 large thick A3 L6 1
0 large thick A3 L6 2
0 large thick A3 L6 3
0 large thick A3 D7 1
0 large thick A3 D7 2
0 large thick A3 D7 3
0 large thick A3 L7 1
0 large thick A3 L7 2
1 large thick A3 L7 3
0 large thick A3 L8 1
0 large thick A3 L8 2
0 large thick A3 L8 3
0 large thick A3 W9 1
0 large thick A3 W9 2
0 large thick A3 W9 3
0 large thick A3 L9 1
0 large thick A3 L9 2
0 large thick A3 L9 3
1 medium thick A3 W4 1
3 medium thick A3 W4 2
0 medium thick A3 W4 3
0 medium thick A3 D4 1
0 medium thick A3 D4 2
0 medium thick A3 D4 3
3 medium thick A3 L4 1
5 medium thick A3 L4 2
2 medium thick A3 L4 3
0 medium thick A3 D6 1
0 medium thick A3 D6 2
0 medium thick A3 D6 3
0 medium thick A3 L6 1
1 medium thick A3 L6 2
0 medium thick A3 L6 3
0 medium thick A3 D7 1
1 medium thick A3 D7 2
0 medium thick A3 D7 3
0 medium thick A3 L7 1
1 medium thick A3 L7 2
2 medium thick A3 L7 3
1 medium thick A3 L8 1
0 medium thick A3 L8 2
1 medium thick A3 L8 3
2 medium thick A3 W9 1
1 medium thick A3 W9 2
0 medium thick A3 W9 3
0 medium thick A3 L9 1
0 medium thick A3 L9 2
2 medium thick A3 L9 3
2 small thick A3 W4 1
2 small thick A3 W4 2
1 small thick A3 W4 3
2 small thick A3 D4 1
1 small thick A3 D4 2
0 small thick A3 D4 3
0 small thick A3 L4 1
3 small thick A3 L4 2
1 small thick A3 L4 3
0 small thick A3 D6 1
0 small thick A3 D6 2
2 small thick A3 D6 3
1 small thick A3 L6 1
1 small thick A3 L6 2
2 small thick A3 L6 3
0 small thick A3 D7 1
3 small thick A3 D7 2
2 small thick A3 D7 3
2 small thick A3 L7 1
1 small thick A3 L7 2
1 small thick A3 L7 3
1 small thick A3 L8 1
3 small thick A3 L8 2
4 small thick A3 L8 3
1 small thick A3 W9 1
0 small thick A3 W9 2
0 small thick A3 W9 3
0 small thick A3 L9 1
0 small thick A3 L9 2
0 small thick A3 L9 3
2 large thin A3 W4 1
0 large thin A3 W4 2
2 large thin A3 W4 3
1 large thin A3 D4 1
2 large thin A3 D4 2
1 large thin A3 D4 3
3 large thin A3 L4 1
6 large thin A3 L4 2
2 large thin A3 L4 3
0 large thin A3 D6 1
0 large thin A3 D6 2
2 large thin A3 D6 3
1 large thin A3 L6 1
1 large thin A3 L6 2
1 large thin A3 L6 3
0 large thin A3 D7 1
0 large thin A3 D7 2
2 large thin A3 D7 3
0 large thin A3 L7 1
2 large thin A3 L7 2
0 large thin A3 L7 3
0 large thin A3 L8 1
0 large thin A3 L8 2
0 large thin A3 L8 3
0 large thin A3 W9 1
0 large thin A3 W9 2
0 large thin A3 W9 3
1 large thin A3 L9 1
2 large thin A3 L9 2
0 large thin A3 L9 3
0 medium thin A3 W4 1
1 medium thin A3 W4 2
2 medium thin A3 W4 3
1 medium thin A3 D4 1
5 medium thin A3 D4 2
7 medium thin A3 D4 3
2 medium thin A3 L4 1
2 medium thin A3 L4 2
12 medium thin A3 L4 3
2 medium thin A3 D6 1
0 medium thin A3 D6 2
4 medium thin A3 D6 3
1 medium thin A3 L6 1
3 medium thin A3 L6 2
1 medium thin A3 L6 3
3 medium thin A3 D7 1
4 medium thin A3 D7 2
6 medium thin A3 D7 3
0 medium thin A3 L7 1
0 medium thin A3 L7 2
0 medium thin A3 L7 3
2 medium thin A3 L8 1
0 medium thin A3 L8 2
5 medium thin A3 L8 3
1 medium thin A3 W9 1
0 medium thin A3 W9 2
0 medium thin A3 W9 3
0 medium thin A3 L9 1
3 medium thin A3 L9 2
5 medium thin A3 L9 3
6 small thin A3 W4 1
16 small thin A3 W4 2
4 small thin A3 W4 3
6 small thin A3 D4 1
16 small thin A3 D4 2
15 small thin A3 D4 3
16 small thin A3 L4 1
23 small thin A3 L4 2
16 small thin A3 L4 3
6 small thin A3 D6 1
11 small thin A3 D6 2
8 small thin A3 D6 3
6 small thin A3 L6 1
10 small thin A3 L6 2
9 small thin A3 L6 3
8 small thin A3 D7 1
12 small thin A3 D7 2
11 small thin A3 D7 3
8 small thin A3 L7 1
4 small thin A3 L7 2
6 small thin A3 L7 3
5 small thin A3 L8 1
12 small thin A3 L8 2
8 small thin A3 L8 3
0 small thin A3 W9 1
2 small thin A3 W9 2
0 small thin A3 W9 3
7 small thin A3 L9 1
13 small thin A3 L9 2
11 small thin A3 L9 3
0 large thick B3 W4 1
0 large thick B3 W4 2
1 large thick B3 W4 3
0 large thick B3 D4 1
0 large thick B3 D4 2
0 large thick B3 D4 3
1 large thick B3 L4 1
5 large thick B3 L4 2
2 large thick B3 L4 3
0 large thick B3 D6 1
1 large thick B3 D6 2
3 large thick B3 D6 3
3 large thick B3 L6 1
3 large thick B3 L6 2
1 large thick B3 L6 3
0 large thick B3 D7 1
0 large thick B3 D7 2
2 large thick B3 D7 3
0 large thick B3 L7 1
2 large thick B3 L7 2
0 large thick B3 L7 3
3 large thick B3 L8 1
2 large thick B3 L8 2
2 large thick B3 L8 3
0 large thick B3 W9 1
0 large thick B3 W9 2
0 large thick B3 W9 3
0 large thick B3 L9 1
0 large thick B3 L9 2
0 large thick B3 L9 3
0 medium thick B3 W4 1
1 medium thick B3 W4 2
0 medium thick B3 W4 3
2 medium thick B3 D4 1
0 medium thick B3 D4 2
0 medium thick B3 D4 3
0 medium thick B3 L4 1
3 medium thick B3 L4 2
1 medium thick B3 L4 3
0 medium thick B3 D6 1
0 medium thick B3 D6 2
0 medium thick B3 D6 3
2 medium thick B3 L6 1
2 medium thick B3 L6 2
1 medium thick B3 L6 3
2 medium thick B3 D7 1
2 medium thick B3 D7 2
1 medium thick B3 D7 3
2 medium thick B3 L7 1
1 medium thick B3 L7 2
0 medium thick B3 L7 3
1 medium thick B3 L8 1
1 medium thick B3 L8 2
0 medium thick B3 L8 3
0 medium thick B3 W9 1
0 medium thick B3 W9 2
1 medium thick B3 W9 3
1 medium thick B3 L9 1
2 medium thick B3 L9 2
1 medium thick B3 L9 3
2 small thick B3 W4 1
6 small thick B3 W4 2
5 small thick B3 W4 3
9 small thick B3 D4 1
9 small thick B3 D4 2
10 small thick B3 D4 3
10 small thick B3 L4 1
14 small thick B3 L4 2
19 small thick B3 L4 3
2 small thick B3 D6 1
6 small thick B3 D6 2
6 small thick B3 D6 3
2 small thick B3 L6 1
2 small thick B3 L6 2
7 small thick B3 L6 3
7 small thick B3 D7 1
7 small thick B3 D7 2
10 small thick B3 D7 3
14 small thick B3 L7 1
8 small thick B3 L7 2
6 small thick B3 L7 3
9 small thick B3 L8 1
8 small thick B3 L8 2
8 small thick B3 L8 3
2 small thick B3 W9 1
1 small thick B3 W9 2
1 small thick B3 W9 3
3 small thick B3 L9 1
5 small thick B3 L9 2
6 small thick B3 L9 3
0 large thin B3 W4 1
1 large thin B3 W4 2
2 large thin B3 W4 3
0 large thin B3 D4 1
5 large thin B3 D4 2
5 large thin B3 D4 3
3 large thin B3 L4 1
9 large thin B3 L4 2
6 large thin B3 L4 3
3 large thin B3 D6 1
1 large thin B3 D6 2
1 large thin B3 D6 3
0 large thin B3 L6 1
4 large thin B3 L6 2
3 large thin B3 L6 3
0 large thin B3 D7 1
2 large thin B3 D7 2
5 large thin B3 D7 3
2 large thin B3 L7 1
2 large thin B3 L7 2
5 large thin B3 L7 3
1 large thin B3 L8 1
